192100033	1	192	3.0344	50.8219	70	
96071912	1	96	3.16855	53.765	72	
384240583	1	384	4.23459	54.0886	74	
768575296	1	768	3.26004	55.1989	74	
384240583	4	96	3.97052	65.7993	88	
384240583	12	32	8.34999	72.6863	96	
3073924664	1	3072	9.10604	58.8463	74	
768575296	4	192	5.76546	58.3669	78	
3073924664	4	768	10.415	66.6972	86	
96071912	4	24	3.86317	61.5482	84	
96071912	12	8	6.41299	60.203	80	
96071912	24	4	9.28493	51.7254	68	
192100033	4	48	4.43961	59.2834	80	
768575296	12	64	14.7947	64.2174	84	
3073924664	12	256	14.2399	83.3812	104	
47832147	1	48	3.07519	47.5813	66	
768575296	24	32	16.1179	73.0815	94	
47832147	4	12	3.22116	47.9188	64	
3073924664	24	128	28.3208	90.7088	112	
192100033	12	16	5.39847	73.6101	98	
192100033	24	8	11.0284	61.3819	76	
384240583	24	16	11.4088	76.7855	98	
47832147	12	4	5.01688	49.081	66	
47832147	24	2	9.94594	41.1555	54	
1536800264	1	1536	6.00962	57.1936	76	
1536800264	4	384	9.53507	71.3452	94	
1536800264	12	128	7.95211	82.2211	106	
1536800264	24	64	16.7829	73.914	90	
6148602368	1	6144	13.9209	48.4016	54	
6148602368	4	1536	11.4115	71.1851	90	
6148602368	12	512	16.0839	77.0018	96	
6148602368	24	256	14.3658	90.2448	108	
19205769752	4	4800	44.7141	92.4236	96	
19205769752	12	1600	42.0929	90.7481	104	
19205769752	24	800	64.7117	92.3077	106	

