47832147	1	48	2.64205	43.833	74	
47832147	4	12	3.10815	52.0455	84	
47832147	12	4	4.73959	42.6756	68	
47832147	24	2	8.74006	36.3705	56	
47832147	48	1	13.8499	10.162	14	
96071912	1	96	2.68339	49.4384	82	
96071912	4	24	4.0271	51.1832	84	
96071912	12	8	6.18291	51.412	80	
96071912	24	4	8.23895	53.1742	82	
96071912	48	2	16.7004	46.1627	68	
192100033	1	192	2.67419	57.3256	96	
192100033	4	48	3.83937	60.2388	98	
192100033	12	16	5.64223	68.4319	108	
192100033	24	8	10.2288	60.6404	92	
192100033	48	4	13.9392	64.3058	94	
384240583	1	384	2.87953	58.5229	98	
384240583	4	96	3.96464	65.106	104	
384240583	12	32	7.18728	70.4548	110	
384240583	24	16	10.1092	73.8389	112	
384240583	48	8	14.9484	69.7306	98	
768575296	1	768	2.82914	51.6869	84	
768575296	4	192	6.16406	70.0945	114	
768575296	12	64	5.65934	69.8713	108	
768575296	24	32	12.3665	72.5815	110	
768575296	48	16	15.1173	79.3315	114	
1536800264	1	1536	3.80105	74.4149	118	
1536800264	4	384	6.72601	76.4393	122	
1536800264	12	128	6.90203	90.6667	140	
1536800264	24	64	13.652	85.5672	126	
1536800264	48	32	23.2005	106.959	150	
3073924664	1	3072	4.53478	120.392	100	
3073924664	4	768	5.22778	72.5468	112	
3073924664	12	256	15.0734	108.913	166	
3073924664	24	128	18.9994	107.218	156	
3073924664	48	64	21.6327	107.792	148	
6148602368	1	6144	5.30553	130.761	90	
6148602368	4	1536	7.57276	100.386	148	
6148602368	12	512	12.136	70.7248	102	
6148602368	24	256	12.6995	101.796	142	
6148602368	48	128	24.4983	120.774	164	
19205769752	48	400	47.8426	144.876	194	
19205769752	24	800	19.2152	125.425	160	
19205769752	12	1600	14.8707	116.815	144	
19205769752	4	4800	10.0831	125.41	106	

