768575296	1	768	2.88232	55.9042	84	
384240583	1	384	3.11236	61.4189	94	
384240583	4	96	3.21453	66.0868	98	
384240583	12	32	7.02339	72.2531	106	
96071912	1	96	4.00578	55.0332	82	
192100033	1	192	3.24165	67.4999	104	
3073924664	1	3072	5.93565	71.9286	106	
768575296	4	192	4.70559	82.8831	124	
96071912	4	24	3.3612	55.5841	84	
96071912	12	8	5.50547	54.5808	80	
96071912	24	4	7.98723	56.3525	82	
3073924664	4	768	8.40019	83.401	120	
768575296	12	64	13.736	70.1996	102	
3073924664	12	256	12.6441	112.579	160	
192100033	4	48	4.12956	66.8291	98	
47832147	1	48	2.83698	53.4338	82	
47832147	4	12	4.11901	55.6947	84	
768575296	24	32	12.9604	80.1874	114	
192100033	12	16	5.37055	75.6608	110	
384240583	24	16	10.107	79.7257	112	
3073924664	24	128	27.1969	128.791	174	
47832147	12	4	4.24717	45.7782	68	
47832147	24	2	8.68275	38.4995	56	
192100033	24	8	8.74411	64.1055	92	
1536800264	1	1536	4.52808	73.9882	112	
1536800264	4	384	12.4484	85.9859	122	
1536800264	12	128	6.64275	102.536	148	
1536800264	24	64	14.3798	91.1522	126	
6148602368	1	6144	5.67664	64.1371	90	
6148602368	4	1536	7.0927	102.257	144	
6148602368	12	512	15.0276	75.8281	102	
6148602368	24	256	41.2767	106.566	142	
19205769752	1	19200	19.2987	94.1275	118	
19205769752	4	4800	13.7065	79.2546	106	
19205769752	12	1600	36.0835	119.253	158	
19205769752	24	800	34.7152	124.741	158	

